"COU","Country","PER","Periods","IND","Indicator","GEN","Gender","AGE","Age Group","VAL","Value","Value","Flag Codes","Flags"
"CZE","Czech Republic","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.2,,
"CZE","Czech Republic","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.15,,
"CZE","Czech Republic","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.25,,
"CZE","Czech Republic","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.2,,
"CZE","Czech Republic","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.15,,
"CZE","Czech Republic","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.25,,
"CZE","Czech Republic","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.04,,
"CZE","Czech Republic","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.02,,
"CZE","Czech Republic","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.06,,
"CZE","Czech Republic","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.05,,
"CZE","Czech Republic","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.02,,
"CZE","Czech Republic","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.07,,
"CZE","Czech Republic","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.33,,
"CZE","Czech Republic","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.28,,
"CZE","Czech Republic","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.37,,
"CZE","Czech Republic","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.35,,
"CZE","Czech Republic","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.3,,
"CZE","Czech Republic","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.39,,
"CZE","Czech Republic","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.09,,
"CZE","Czech Republic","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.07,,
"CZE","Czech Republic","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.11,,
"CZE","Czech Republic","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.1,,
"CZE","Czech Republic","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.08,,
"CZE","Czech Republic","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.13,,
"DNK","Denmark","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.79,,
"DNK","Denmark","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.62,,
"DNK","Denmark","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.96,,
"DNK","Denmark","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.89,,
"DNK","Denmark","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.7,,
"DNK","Denmark","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",1.08,,
"DNK","Denmark","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.49,,
"DNK","Denmark","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.35,,
"DNK","Denmark","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.64,,
"DNK","Denmark","TIME15","2015","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.26,,
"DNK","Denmark","TIME15","2015","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.16,,
"DNK","Denmark","TIME15","2015","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.37,,
"DNK","Denmark","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.24,,
"DNK","Denmark","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.14,,
"DNK","Denmark","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.33,,
"DNK","Denmark","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.27,,
"DNK","Denmark","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.16,,
"DNK","Denmark","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.37,,
"DNK","Denmark","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.4,,
"DNK","Denmark","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.28,,
"DNK","Denmark","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.52,,
"DNK","Denmark","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.36,,
"DNK","Denmark","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.24,,
"DNK","Denmark","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.48,,
"DNK","Denmark","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.27,,
"DNK","Denmark","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.17,,
"DNK","Denmark","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.37,,
"DNK","Denmark","TIME15","2015","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.13,,
"DNK","Denmark","TIME15","2015","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.06,,
"DNK","Denmark","TIME15","2015","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.2,,
"DNK","Denmark","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.1,,
"DNK","Denmark","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.04,,
"DNK","Denmark","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.15,,
"DNK","Denmark","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.13,,
"DNK","Denmark","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.06,,
"DNK","Denmark","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.2,,
"DNK","Denmark","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.59,,
"DNK","Denmark","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.49,,
"DNK","Denmark","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.69,,
"DNK","Denmark","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.62,,
"DNK","Denmark","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.51,,
"DNK","Denmark","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.72,,
"DNK","Denmark","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.38,,
"DNK","Denmark","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.29,,
"DNK","Denmark","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.46,,
"DNK","Denmark","TIME15","2015","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.2,,
"DNK","Denmark","TIME15","2015","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.13,,
"DNK","Denmark","TIME15","2015","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.26,,
"DNK","Denmark","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.16,,
"DNK","Denmark","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.11,,
"DNK","Denmark","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.22,,
"DNK","Denmark","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.2,,
"DNK","Denmark","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.14,,
"DNK","Denmark","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.26,,
"FIN","Finland","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.65,,
"FIN","Finland","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.54,,
"FIN","Finland","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.76,,
"FIN","Finland","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.72,,
"FIN","Finland","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.61,,
"FIN","Finland","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.84,,
"FIN","Finland","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.41,,
"FIN","Finland","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.33,,
"FIN","Finland","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.5,,
"FIN","Finland","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.19,,
"FIN","Finland","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.13,,
"FIN","Finland","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.24,,
"FIN","Finland","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.19,,
"FIN","Finland","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.14,,
"FIN","Finland","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.25,,
"FIN","Finland","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.35,,
"FIN","Finland","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.26,,
"FIN","Finland","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.43,,
"FIN","Finland","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.42,,
"FIN","Finland","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.32,,
"FIN","Finland","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.52,,
"FIN","Finland","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.26,,
"FIN","Finland","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.18,,
"FIN","Finland","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.34,,
"FIN","Finland","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.1,,
"FIN","Finland","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.05,,
"FIN","Finland","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.15,,
"FIN","Finland","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.13,,
"FIN","Finland","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.07,,
"FIN","Finland","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","F","Female","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.18,,
"FIN","Finland","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.5,,
"FIN","Finland","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.43,,
"FIN","Finland","TIME15","2015","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.57,,
"FIN","Finland","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.56,,
"FIN","Finland","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.49,,
"FIN","Finland","TIME16","2016","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.64,,
"FIN","Finland","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.33,,
"FIN","Finland","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.28,,
"FIN","Finland","TIME17","2017","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.39,,
"FIN","Finland","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.14,,
"FIN","Finland","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.1,,
"FIN","Finland","TIME16","2016","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.18,,
"FIN","Finland","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.16,,
"FIN","Finland","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",0.12,,
"FIN","Finland","TIME17","2017","MORTSUMS","Suicide within 30 days after discharge among patients diagnosed with a mental disorder","T","Total","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.2,,
"ISL","Iceland","TIME00","2000","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.06,,
"ISL","Iceland","TIME00","2000","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",-0.06,,
"ISL","Iceland","TIME00","2000","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.18,,
"ISL","Iceland","TIME01","2001","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.02,,
"ISL","Iceland","TIME02","2002","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.04,,
"ISL","Iceland","TIME03","2003","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.08,,
"ISL","Iceland","TIME03","2003","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",-0.07,,
"ISL","Iceland","TIME03","2003","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.23,,
"ISL","Iceland","TIME04","2004","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.05,,
"ISL","Iceland","TIME05","2005","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.08,,
"ISL","Iceland","TIME05","2005","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","LOW_CI","Lower confidence interval",-0.08,,
"ISL","Iceland","TIME05","2005","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","UP_CI","Upper confidence interval",0.24,,
"ISL","Iceland","TIME06","2006","MORTSUMD","Suicide within 1 year after discharge among patients diagnosed with a mental disorder","M","Male","TOTAL_15","15 years old and over","AS_STD_RATE_CPAT","Age-sex standardised rate per 100 patients",0.08,,
